,eV,nm,intensity
0,0.5,2479.68386,0.004053967735944451
1,0.51,2431.0626078431374,0.004087457705742082
2,0.52,2384.311403846154,0.004121368136849816
3,0.53,2339.324396226415,0.004155706139491266
4,0.54,2296.003574074074,0.004190478975425363
5,0.55,2254.2580545454543,0.0042256940618487894
6,0.56,2214.0034464285714,0.00426135897541642
7,0.5700000000000001,2175.161280701754,0.004297481456383769
8,0.58,2137.6585,0.004334069412875813
9,0.59,2101.427,0.00437113092528655
10,0.6,2066.403216666667,0.004408674250813901
11,0.61,2032.5277540983607,0.0044467078281347485
12,0.62,1999.7450483870969,0.004485240282225125
13,0.63,1968.0030634920636,0.004524280429330645
14,0.64,1937.253015625,0.00456383728209267
15,0.65,1907.4491230769231,0.004603920054835714
16,0.66,1878.5483787878788,0.004644538169021995
17,0.67,1850.510343283582,0.0046857012588791686
18,0.6799999999999999,1823.2969558823531,0.004727419177207554
19,0.69,1796.8723623188407,0.004769702001373479
20,0.7,1771.2027571428573,0.004812560039495547
21,0.71,1746.2562394366198,0.004856003836831004
22,0.72,1722.0026805555558,0.004900044182369622
23,0.73,1698.4136027397262,0.004944692115642859
24,0.74,1675.4620675675676,0.004989958933756385
25,0.75,1653.1225733333333,0.005035856198654361
26,0.76,1631.370960526316,0.005082395744624318
27,0.77,1610.1843246753247,0.0051295896860517175
28,0.78,1589.540935897436,0.005177450425433781
29,0.79,1569.420164556962,0.005225990661662604
30,0.8,1549.8024125,0.005275223398587836
31,0.81,1530.669049382716,0.005325161953869913
32,0.8200000000000001,1512.0023536585365,0.0053758199681350465
33,0.8300000000000001,1493.7854578313252,0.00542721141444392
34,0.8400000000000001,1476.0022976190476,0.005479350608086367
35,0.8500000000000001,1458.6375647058824,0.0055322522167149365
36,0.86,1441.6766627906977,0.005585931270830868
37,0.87,1425.1056666666668,0.005640403174636573
38,0.88,1408.9112840909092,0.005695683717269285
39,0.89,1393.0808202247192,0.005751789084431344
40,0.9,1377.6021444444445,0.005808735870433179
41,0.91,1362.4636593406594,0.005866541090665863
42,0.9199999999999999,1347.6542717391305,0.005925222194520782
43,0.9299999999999999,1333.163365591398,0.005984797078774993
44,0.94,1318.9807765957448,0.006045284101461396
45,0.95,1305.0967684210527,0.006106702096244064
46,0.96,1291.5020104166667,0.006169070387319825
47,0.97,1278.187556701031,0.006232408804868221
48,0.98,1265.1448265306124,0.006296737701073135
49,0.99,1252.365585858586,0.006362077966740357
50,1.0,1239.84193,0.006428451048536545
51,1.01,1227.5662673267327,0.00649587896687645
52,1.02,1215.5313039215687,0.006564384334486261
53,1.03,1203.7300291262136,0.006633990375672606
54,1.04,1192.155701923077,0.006704720946328006
55,1.05,1180.801838095238,0.006776600554705156
56,1.06,1169.6621981132075,0.006849654382994015
57,1.07,1158.7307757009346,0.00692390830973745
58,1.08,1148.001787037037,0.006999388933122857
59,1.0899999999999999,1137.469660550459,0.007076123595189139
60,1.1,1127.1290272727272,0.007154140406990498
61,1.1099999999999999,1116.974711711712,0.007233468274760457
62,1.12,1107.0017232142857,0.007314136927121927
63,1.13,1097.2052477876107,0.0073961769433913875
64,1.1400000000000001,1087.580640350877,0.007479619783027819
65,1.15,1078.1234173913044,0.007564497816279643
66,1.1600000000000001,1068.82925,0.00765084435608578
67,1.17,1059.6939572649574,0.007738693691289802
68,1.1800000000000002,1050.7134999999998,0.00782808112122948
69,1.19,1041.883974789916,0.007919042991767142
70,1.2000000000000002,1033.2016083333333,0.008011616732830025
71,1.21,1024.6627520661157,0.008105840897533296
72,1.22,1016.2638770491803,0.008201755202962749
73,1.23,1008.0015691056911,0.00829940057269792
74,1.24,999.8725241935484,0.008398819181161343
75,1.25,991.873544,0.008500054499884061
76,1.26,984.0015317460318,0.008603151345782782
77,1.27,976.2534881889763,0.008708155931549225
78,1.28,968.6265078125,0.008815115918258166
79,1.29,961.1177751937985,0.008924080470306534
80,1.3,953.7245615384616,0.009035100312802464
81,1.31,946.4442213740458,0.009148227791530093
82,1.32,939.2741893939394,0.0092635169356232
83,1.33,932.211977443609,0.009381023523088453
84,1.3399999999999999,925.2551716417912,0.009500805149327557
85,1.35,918.4014296296297,0.009622921298816253
86,1.3599999999999999,911.6484779411766,0.009747433420107528
87,1.37,904.9941094890511,0.009874405004336763
88,1.38,898.4361811594204,0.01000390166741679
89,1.3900000000000001,891.9726115107914,0.010135991236122797
90,1.4,885.6013785714287,0.0102707438382789
91,1.4100000000000001,879.3205177304964,0.010408231997271512
92,1.42,873.1281197183099,0.01054853073112842
93,1.4300000000000002,867.0223286713286,0.010691717656417823
94,1.44,861.0013402777779,0.010837873097237005
95,1.4500000000000002,855.0633999999999,0.010987080199578173
96,1.46,849.2068013698631,0.011139425051376635
97,1.47,843.4298843537415,0.011294996808566838
98,1.48,837.7310337837838,0.011453887827492307
99,1.49,832.108677852349,0.011616193804038588
100,1.5,826.5612866666667,0.011782013919882293
101,1.51,821.0873708609272,0.0119514509962756
102,1.52,815.685480263158,0.01212461165581343
103,1.53,810.3542026143791,0.012301606492660702
104,1.54,805.0921623376623,0.012482550251749477
105,1.55,799.8980193548388,0.012667562017490478
106,1.56,794.770467948718,0.0128567654125811
107,1.57,789.7082356687898,0.013050288807532359
108,1.58,784.710082278481,0.013248265541580793
109,1.59,779.7747987421384,0.013450834155698015
110,1.6,774.90120625,0.01365813863846168
111,1.61,770.0881552795031,0.01387032868560588
112,1.62,765.334524691358,0.014087559974128146
