,eV,nm,intensity
0,0.5,2479.68386,0.00951910353844487
1,0.51,2431.0626078431374,0.00959502887733279
2,0.52,2384.311403846154,0.009671918990735278
3,0.53,2339.324396226415,0.009749791064270343
4,0.54,2296.003574074074,0.009828662681769995
5,0.55,2254.2580545454543,0.009908551836701111
6,0.56,2214.0034464285714,0.009989476943977695
7,0.5700000000000001,2175.161280701754,0.01007145685218019
8,0.58,2137.6585,0.010154510856198177
9,0.59,2101.427,0.010238658710313561
10,0.6,2066.403216666667,0.010323920641742073
11,0.61,2032.5277540983607,0.010410317364651858
12,0.62,1999.7450483870969,0.010497870094678648
13,0.63,1968.0030634920636,0.01058660056395804
14,0.64,1937.253015625,0.010676531036696359
15,0.65,1907.4491230769231,0.010767684325302519
16,0.66,1878.5483787878788,0.010860083807104482
17,0.67,1850.510343283582,0.010953753441674935
18,0.6799999999999999,1823.2969558823531,0.011048717788792108
19,0.69,1796.8723623188407,0.011145002027062758
20,0.7,1771.2027571428573,0.01124263197323582
21,0.71,1746.2562394366198,0.011341634102236549
22,0.72,1722.0026805555558,0.011442035567952435
23,0.73,1698.4136027397262,0.011543864224803682
24,0.74,1675.4620675675676,0.011647148650132954
25,0.75,1653.1225733333333,0.011751918167450299
26,0.76,1631.370960526316,0.011858202870571587
27,0.77,1610.1843246753247,0.011966033648690306
28,0.78,1589.540935897436,0.012075442212424752
29,0.79,1569.420164556962,0.012186461120884864
30,0.8,1549.8024125,0.012299123809805121
31,0.81,1530.669049382716,0.012413464620792458
32,0.8200000000000001,1512.0023536585365,0.012529518831740603
33,0.8300000000000001,1493.7854578313252,0.012647322688465058
34,0.8400000000000001,1476.0022976190476,0.012766913437615735
35,0.8500000000000001,1458.6375647058824,0.01288832936092733
36,0.86,1441.6766627906977,0.013011609810870836
37,0.87,1425.1056666666668,0.013136795247772804
38,0.88,1408.9112840909092,0.013263927278472771
39,0.89,1393.0808202247192,0.013393048696593234
40,0.9,1377.6021444444445,0.013524203524500142
41,0.91,1362.4636593406594,0.013657437057036904
42,0.9199999999999999,1347.6542717391305,0.013792795907118975
43,0.9299999999999999,1333.163365591398,0.013930328053281305
44,0.94,1318.9807765957448,0.01407008288927592
45,0.95,1305.0967684210527,0.014212111275822696
46,0.96,1291.5020104166667,0.01435646559462205
47,0.97,1278.187556701031,0.014503199804744763
48,0.98,1265.1448265306124,0.014652369501520641
49,0.99,1252.365585858586,0.014804031978055009
50,1.0,1239.84193,0.014958246289509529
51,1.01,1227.5662673267327,0.015115073320291987
52,1.02,1215.5313039215687,0.015274575854308293
53,1.03,1203.7300291262136,0.01543681864843917
54,1.04,1192.155701923077,0.015601868509413924
55,1.05,1180.801838095238,0.015769794374263974
56,1.06,1169.6621981132075,0.01594066739455043
57,1.07,1158.7307757009346,0.0161145610245716
58,1.08,1148.001787037037,0.01629155111376948
59,1.0899999999999999,1137.469660550459,0.016471716003567893
60,1.1,1127.1290272727272,0.01665513662888962
61,1.1099999999999999,1116.974711711712,0.016841896624615743
62,1.12,1107.0017232142857,0.017032082437267296
63,1.13,1097.2052477876107,0.017225783442207213
64,1.1400000000000001,1087.580640350877,0.01742309206668057
65,1.15,1078.1234173913044,0.017624103919031117
66,1.1600000000000001,1068.82925,0.017828917924455377
67,1.17,1059.6939572649574,0.01803763646767905
68,1.1800000000000002,1050.7134999999998,0.018250365542966697
69,1.19,1041.883974789916,0.01846721491190303
70,1.2000000000000002,1033.2016083333333,0.018688298269414923
71,1.21,1024.6627520661157,0.01891373341853443
72,1.22,1016.2638770491803,0.01914364245443891
73,1.23,1008.0015691056911,0.019378151958340924
74,1.24,999.8725241935484,0.019617393201841603
75,1.25,991.873544,0.019861502362404332
76,1.26,984.0015317460318,0.02011062075065321
77,1.27,976.2534881889763,0.020364895050250898
78,1.28,968.6265078125,0.020624477571166335
79,1.29,961.1177751937985,0.020889526517201582
80,1.3,953.7245615384616,0.021160206268711967
81,1.31,946.4442213740458,0.02143668768152342
82,1.32,939.2741893939394,0.021719148403126397
83,1.33,932.211977443609,0.022007773207308175
84,1.3399999999999999,925.2551716417912,0.022302754348474174
85,1.35,918.4014296296297,0.022604291937006065
86,1.3599999999999999,911.6484779411766,0.022912594337109033
87,1.37,904.9941094890511,0.023227878588716357
88,1.38,898.4361811594204,0.023550370855142062
89,1.3900000000000001,891.9726115107914,0.0238803068983105
90,1.4,885.6013785714287,0.024217932583537688
91,1.4100000000000001,879.3205177304964,0.024563504416002035
92,1.42,873.1281197183099,0.024917290111217804
93,1.4300000000000002,867.0223286713286,0.025279569202017613
94,1.44,861.0013402777779,0.025650633684760553
95,1.4500000000000002,855.0633999999999,0.026030788707714102
96,1.46,849.2068013698631,0.026420353304809095
97,1.47,843.4298843537415,0.026819661178245864
98,1.48,837.7310337837838,0.027229061533731745
99,1.49,832.108677852349,0.027648919972465588
100,1.5,826.5612866666667,0.028079619444350317
101,1.51,821.0873708609272,0.028521561267319494
102,1.52,815.685480263158,0.02897516621810746
103,1.53,810.3542026143791,0.029440875700283198
104,1.54,805.0921623376623,0.029919152995908173
105,1.55,799.8980193548388,0.030410484607775862
106,1.56,794.770467948718,0.030915381699850298
107,1.57,789.7082356687898,0.03143438164425131
108,1.58,784.710082278481,0.03196804968394336
109,1.59,779.7747987421384,0.03251698072118155
110,1.6,774.90120625,0.033081801242764185
111,1.61,770.0881552795031,0.03366317139424803
112,1.62,765.334524691358,0.03426178721651267
113,1.6300000000000001,760.6392208588957,0.034878383059432236
114,1.6400000000000001,756.0011768292683,0.03551373418894022
115,1.6500000000000001,751.4193515151514,0.036168659605480095
116,1.66,746.8927289156627,0.036844025093741115
117,1.67,742.4203173652695,0.03754074652571259
118,1.68,738.0011488095239,0.03825979344148007
119,1.69,733.6342781065089,0.0390021929348693
120,1.7,729.3187823529412,0.03976903387405481
121,1.71,725.0537602339182,0.04056147149063826
122,1.72,720.8383313953489,0.041380732374515734
123,1.73,716.6716358381503,0.04222811991615528
124,1.74,712.5528333333334,0.043105020242763296
125,1.75,708.4811028571429,0.04401290870031192
126,1.76,704.4556420454546,0.04495335693961941
127,1.77,700.4756666666667,0.04592804067173053
128,1.78,696.5404101123596,0.04693874816585607
129,1.79,692.649122905028,0.04798738957224421
130,1.8,688.8010722222223,0.04907600716273953
131,1.81,684.9955414364641,0.05020678659363094
132,1.82,681.2318296703297,0.051382069308929815
133,1.83,677.5092513661202,0.05260436621771463
134,1.84,673.8271358695653,0.053876372796946834
135,1.85,670.184827027027,0.055200985791567236
136,1.86,666.581682795699,0.05658132170715509
137,1.87,663.0170748663102,0.058020737317479455
138,1.8800000000000001,659.4903882978723,0.05952285244049637
139,1.8900000000000001,656.0010211640212,0.06109157527244516
140,1.9000000000000001,652.5483842105263,0.06273113061151951
141,1.91,649.1319005235603,0.0644460913511115
142,1.92,645.7510052083334,0.0662414136790378
143,1.93,642.4051450777202,0.06812247648484114
144,1.94,639.0937783505155,0.07009512555388565
145,1.95,635.8163743589744,0.07216572321650581
146,1.96,632.5724132653062,0.07434120422527914
147,1.97,629.3613857868021,0.07662913875639071
148,1.98,626.182792929293,0.07903780357538608
149,1.99,623.0361457286432,0.0815762625773793
150,2.0,619.920965,0.08425445811176129
151,2.01,616.8367810945274,0.08708331473733041
152,2.02,613.7831336633664,0.09007485733231248
153,2.0300000000000002,610.7595714285713,0.09324234581298188
154,2.04,607.7656519607843,0.09660042910404362
155,2.05,604.8009414634147,0.10016532146475558
156,2.06,601.8650145631068,0.10395500482000894
157,2.0700000000000003,598.9574541062801,0.10798946139031443
158,2.08,596.0778509615385,0.11229094167599311
159,2.09,593.2258038277513,0.11688427374790383
160,2.1,590.400919047619,0.12179722085024682
161,2.1100000000000003,587.6028104265403,0.12706089555114727
162,2.12,584.8310990566038,0.13271024010284546
163,2.13,582.08541314554,0.13878458430884408
164,2.14,579.3653878504673,0.14532829404181125
165,2.1500000000000004,576.670665116279,0.15239152559247812
166,2.16,574.0008935185185,0.16003110319574113
167,2.17,571.3557281105991,0.16831153924844625
168,2.1799999999999997,568.7348302752295,0.17730621866701826
169,2.19,566.1378675799087,0.18709877011888135
170,2.2,563.5645136363636,0.19778464680703517
171,2.21,561.014447963801,0.20947293696506594
172,2.2199999999999998,558.487355855856,0.22228841743663516
173,2.23,555.982928251121,0.23637384987261323
174,2.24,553.5008616071428,0.25189249390981566
175,2.25,551.0408577777778,0.26903076883056665
176,2.26,548.6026238938053,0.2880009254390674
177,2.27,546.185872246696,0.3090434805042646
178,2.2800000000000002,543.7903201754385,0.33242900071480225
179,2.29,541.4156899563319,0.35845858313706036
180,2.3,539.0617086956522,0.3874620496202671
181,2.31,536.7281082251083,0.41979245625819916
182,2.3200000000000003,534.414625,0.4558150675449783
183,2.33,532.121,0.4958886176757918
184,2.34,529.8469786324787,0.5403368429762755
185,2.35,527.5923106382978,0.5894096178184935
186,2.3600000000000003,525.3567499999999,0.6432366888414102
187,2.37,523.1400548523206,0.701784405395116
188,2.38,520.941987394958,0.764837988856991
189,2.39,518.7623138075314,0.8320476363742925
190,2.4000000000000004,516.6008041666666,0.9030904648592392
191,2.41,514.4572323651453,0.9780010581022753
192,2.42,512.3313760330578,1.0577004603300666
193,2.4299999999999997,510.22301646090546,1.1447100235909524
194,2.44,508.13193852459017,1.2440010373170327
195,2.45,506.0579306122449,1.3639412164311615
196,2.46,504.0007845528456,1.5173381928856395
197,2.4699999999999998,501.96029554655877,1.7224603594957664
198,2.48,499.9362620967742,2.00304352718713
199,2.49,497.92848594377506,2.383171340005274
200,2.5,495.936772,2.865438636725887
201,2.5100000000000002,493.96092828685255,3.3765561897857608
202,2.52,492.0007658730159,3.716128836722414
203,2.5300000000000002,490.05609881422924,3.6706982047363006
204,2.54,488.1267440944882,3.268881769727736
205,2.55,486.2125215686275,2.7405521651348077
206,2.56,484.31325390625,2.2603879329095715
207,2.57,482.42876653696504,1.8806404438967996
208,2.58,480.55888759689924,1.5924337831124415
209,2.59,478.7034478764479,1.3731150706519786
210,2.6,476.8622807692308,1.2028944638873054
211,2.61,475.0352222222223,1.0676937553464856
212,2.62,473.2221106870229,0.9581331365985092
213,2.63,471.4227870722434,0.8680309015809747
214,2.64,469.6370946969697,0.7932373561705319
215,2.65,467.8648792452831,0.7308689202568941
216,2.66,466.1059887218045,0.6788403019978803
217,2.67,464.3602734082397,0.6355879173423772
218,2.68,462.6275858208955,0.5999073727378207
219,2.69,460.907780669145,0.5708563319770884
220,2.7,459.20071481481483,0.5476942362858918
221,2.71,457.50624723247233,0.5298428696071646
222,2.72,455.8242389705882,0.5168589629494108
223,2.73,454.1545531135531,0.508413934086992
224,2.74,452.49705474452554,0.5042778406171854
225,2.75,450.85161090909094,0.5043055134800107
226,2.7600000000000002,449.2180905797101,0.5084230879563661
227,2.77,447.59636462093863,0.5166129886276268
228,2.7800000000000002,445.9863057553957,0.5288949681107011
229,2.79,444.38778853046597,0.5453001356704207
230,2.8000000000000003,442.80068928571427,0.5658342013336972
231,2.81,441.2248861209965,0.590425766468129
232,2.82,439.6602588652483,0.6188561534558867
233,2.83,438.1066890459364,0.6506702692322764
234,2.84,436.56405985915495,0.6850751108054846
235,2.85,435.03225614035085,0.7208452446030075
236,2.86,433.5111643356644,0.7562720445911962
237,2.87,432.0006724738676,0.7892089223082288
238,2.88,430.50067013888895,0.8172632982735533
239,2.89,429.0110484429066,0.8381496192623478
240,2.9,427.53170000000006,0.8501430192654584
241,2.91,426.06251890034366,0.8524927014831807
242,2.92,424.60340068493156,0.8456298434767027
243,2.93,423.1542423208191,0.8310771750543702
244,2.94,421.71494217687075,0.8111019592231968
245,2.95,420.2854,0.7882600319933628
246,2.96,418.8655168918919,0.7649914905009563
247,2.97,417.45519528619525,0.7433626750215561
248,2.98,416.0543389261745,0.724965625703209
249,2.99,414.66285284280934,0.7109328448737419
250,3.0,413.28064333333333,0.7020111231321651
251,3.0100000000000002,411.9076179401993,0.6986484631455117
252,3.02,410.5436854304636,0.7010653626321555
253,3.0300000000000002,409.18875577557753,0.7092961142100994
254,3.04,407.842740131579,0.7231950053550986
255,3.0500000000000003,406.5055508196721,0.742408065178038
256,3.06,405.17710130718956,0.7663163828613835
257,3.07,403.8573061889251,0.7939649505436233
258,3.08,402.54608116883117,0.8240028917992214
259,3.09,401.2433430420712,0.8546745779498928
260,3.1,399.9490096774194,0.883908048462276
261,3.11,398.663,0.9095330865729956
262,3.12,397.385233974359,0.9296150059222766
263,3.13,396.11563258785947,0.9428208075330935
264,3.14,394.8541178343949,0.9486817261303455
265,3.15,393.6006126984127,0.9476297944520392
266,3.16,392.3550411392405,0.9407766378962606
267,3.17,391.1173280757098,0.9295184195375221
268,3.18,389.8873993710692,0.9151181553355237
269,3.19,388.66518181818185,0.8984049015449882
270,3.2,387.450603125,0.8796653521669058
271,3.21,386.24359190031157,0.8587310657331994
272,3.22,385.04407763975155,0.8352080080962323
273,3.23,383.8519907120743,0.8087594231945783
274,3.24,382.667262345679,0.7793427981139178
275,3.25,381.48982461538463,0.7473249148222957
276,3.2600000000000002,380.31961042944783,0.7134521881491203
277,3.27,379.1565535168196,0.6787120984425952
278,3.2800000000000002,378.00058841463414,0.6441546400611685
279,3.29,376.8516504559271,0.6107379986229459
280,3.3000000000000003,375.7096757575757,0.5792331526160365
281,3.31,374.5746012084592,0.5501904772592913
282,3.32,373.44636445783135,0.523952302905598
283,3.33,372.32490390390393,0.5006904796271548
284,3.34,371.21015868263476,0.4804518427615224
285,3.35,370.1020686567164,0.4632010369656565
286,3.36,369.00057440476195,0.44885587947783673
287,3.37,367.9056172106825,0.4373141795819662
288,3.38,366.81713905325444,0.4284728579869829
289,3.39,365.7350825958702,0.42224091827128996
290,3.4,364.6593911764706,0.41854786055395393
291,3.41,363.590008797654,0.41734886477281913
292,3.42,362.5268801169591,0.41862771130689946
293,3.43,361.4699504373178,0.4223980407001444
294,3.44,360.41916569767443,0.4287032065274181
295,3.45,359.3744724637681,0.43761463682192236
296,3.46,358.33581791907517,0.4492282666024223
297,3.47,357.30314985590775,0.4636582127561858
298,3.48,356.2764166666667,0.4810264221483659
299,3.49,355.25556733524354,0.5014465596401221
300,3.5,354.24055142857145,0.5250000146996415
301,3.5100000000000002,353.2313190883191,0.5517018279129469
302,3.52,352.2278210227273,0.5814550126259712
303,3.5300000000000002,351.2300084985836,0.6139938552707862
304,3.54,350.23783333333336,0.6488211225379779
305,3.5500000000000003,349.2512478873239,0.6851511052909355
306,3.56,348.2702050561798,0.7218790597090915
307,3.5700000000000003,347.2946582633053,0.7576040066086182
