,eV,nm,intensity
0,0.5,2479.68386,0.0012378737678216136
1,0.51,2431.0626078431374,0.0012470546713961512
2,0.52,2384.311403846154,0.0012563474123110086
3,0.53,2339.324396226415,0.0012657539643408716
4,0.54,2296.003574074074,0.0012752763479148678
5,0.55,2254.2580545454543,0.0012849166315125652
6,0.56,2214.0034464285714,0.0012946769331106966
7,0.5700000000000001,2175.161280701754,0.0013045594216827489
8,0.58,2137.6585,0.0013145663187537214
9,0.59,2101.427,0.0013246999000124254
10,0.6,2066.403216666667,0.001334962496983833
11,0.61,2032.5277540983607,0.0013453564987641101
12,0.62,1999.7450483870969,0.0013558843538210971
13,0.63,1968.0030634920636,0.001366548571863138
14,0.64,1937.253015625,0.0013773517257793227
15,0.65,1907.4491230769231,0.0013882964536543311
16,0.66,1878.5483787878788,0.0013993854608612805
17,0.67,1850.510343283582,0.0014106215222361045
18,0.6799999999999999,1823.2969558823531,0.0014220074843372143
19,0.69,1796.8723623188407,0.001433546267794371
20,0.7,1771.2027571428573,0.0014452408697509123
21,0.71,1746.2562394366198,0.0014570943664036936
22,0.72,1722.0026805555558,0.001469109915645352
23,0.73,1698.4136027397262,0.0014812907598137199
24,0.74,1675.4620675675676,0.0014936402285535256
25,0.75,1653.1225733333333,0.0015061617417957381
26,0.76,1631.370960526316,0.0015188588128602755
27,0.77,1610.1843246753247,0.0015317350516880573
28,0.78,1589.540935897436,0.0015447941682087535
29,0.79,1569.420164556962,0.0015580399758509161
30,0.8,1549.8024125,0.00157147639520157
31,0.81,1530.669049382716,0.001585107457822756
32,0.8200000000000001,1512.0023536585365,0.0015989373102329129
33,0.8300000000000001,1493.7854578313252,0.0016129702180614801
34,0.8400000000000001,1476.0022976190476,0.001627210570385574
35,0.8500000000000001,1458.6375647058824,0.0016416628842580998
36,0.86,1441.6766627906977,0.0016563318094372495
37,0.87,1425.1056666666668,0.0016712221333278813
38,0.88,1408.9112840909092,0.0016863387861459466
39,0.89,1393.0808202247192,0.001701686846317782
40,0.9,1377.6021444444445,0.0017172715461268079
41,0.91,1362.4636593406594,0.001733098277620963
42,0.9199999999999999,1347.6542717391305,0.0017491725987949709
43,0.9299999999999999,1333.163365591398,0.0017655002400625076
44,0.94,1318.9807765957448,0.0017820871110341696
45,0.95,1305.0967684210527,0.0017989393076182502
46,0.96,1291.5020104166667,0.0018160631194623436
47,0.97,1278.187556701031,0.001833465037754982
48,0.98,1265.1448265306124,0.0018511517634077525
49,0.99,1252.365585858586,0.0018691302156396696
50,1.0,1239.84193,0.001887407540986987
51,1.01,1227.5662673267327,0.001905991122763225
52,1.02,1215.5313039215687,0.0019248885909957656
53,1.03,1203.7300291262136,0.0019441078328672017
54,1.04,1192.155701923077,0.001963657003691511
55,1.05,1180.801838095238,0.0019835445384571745
