,eV,nm,intensity
0,0.5,2479.68386,0.0007530666678267899
1,0.51,2431.0626078431374,0.0007580487194492782
2,0.52,2384.311403846154,0.0007630821324115323
3,0.53,2339.324396226415,0.0007681676399353722
4,0.54,2296.003574074074,0.0007733059888088673
5,0.55,2254.2580545454543,0.0007784979396977697
6,0.56,2214.0034464285714,0.0007837442674655419
7,0.5700000000000001,2175.161280701754,0.0007890457615022512
8,0.58,2137.6585,0.0007944032260626315
9,0.59,2101.427,0.0007998174806135984
10,0.6,2066.403216666667,0.0008052893601915377
11,0.61,2032.5277540983607,0.0008108197157696842
12,0.62,1999.7450483870969,0.0008164094146359284
13,0.63,1968.0030634920636,0.0008220593407813944
14,0.64,1937.253015625,0.0008277703953001585
15,0.65,1907.4491230769231,0.0008335434968004681
16,0.66,1878.5483787878788,0.0008393795818278652
17,0.67,1850.510343283582,0.0008452796053006064
18,0.6799999999999999,1823.2969558823531,0.0008512445409578094
19,0.69,1796.8723623188407,0.0008572753818207549
20,0.7,1771.2027571428573,0.0008633731406677968
21,0.71,1746.2562394366198,0.0008695388505233603
22,0.72,1722.0026805555558,0.0008757735651615113
23,0.73,1698.4136027397262,0.0008820783596246078
24,0.74,1675.4620675675676,0.0008884543307575642
25,0.75,1653.1225733333333,0.0008949025977582838
26,0.76,1631.370960526316,0.0009014243027448288
27,0.77,1610.1843246753247,0.0009080206113399284
28,0.78,1589.540935897436,0.0009146927132734464
29,0.79,1569.420164556962,0.0009214418230034593
30,0.8,1549.8024125,0.0009282691803566159
31,0.81,1530.669049382716,0.0009351760511884819
32,0.8200000000000001,1512.0023536585365,0.0009421637280646088
33,0.8300000000000001,1493.7854578313252,0.00094923353096308
34,0.8400000000000001,1476.0022976190476,0.0009563868079993415
35,0.8500000000000001,1458.6375647058824,0.0009636249361741376
36,0.86,1441.6766627906977,0.0009709493221454246
37,0.87,1425.1056666666668,0.0009783614030251626
38,0.88,1408.9112840909092,0.0009858626472019217
39,0.89,1393.0808202247192,0.0009934545551903036
40,0.9,1377.6021444444445,0.0010011386605081765
41,0.91,1362.4636593406594,0.0010089165305828297
42,0.9199999999999999,1347.6542717391305,0.0010167897676871306
43,0.9299999999999999,1333.163365591398,0.0010247600099068859
44,0.94,1318.9807765957448,0.0010328289321406034
45,0.95,1305.0967684210527,0.0010409982471329463
46,0.96,1291.5020104166667,0.0010492697065432055
47,0.97,1278.187556701031,0.0010576451020501917
48,0.98,1265.1448265306124,0.0010661262664949966
49,0.99,1252.365585858586,0.0010747150750631677
50,1.0,1239.84193,0.0010834134465078653
51,1.01,1227.5662673267327,0.0010922233444157063
52,1.02,1215.5313039215687,0.0011011467785170203
53,1.03,1203.7300291262136,0.0011101858060423584
54,1.04,1192.155701923077,0.0011193425331271806
55,1.05,1180.801838095238,0.001128619116266723
56,1.06,1169.6621981132075,0.0011380177638231647
57,1.07,1158.7307757009346,0.001147540737587292
58,1.08,1148.001787037037,0.0011571903543969857
59,1.0899999999999999,1137.469660550459,0.0011669689878149644
60,1.1,1127.1290272727272,0.0011768790698683275
61,1.1099999999999999,1116.974711711712,0.0011869230928525797
62,1.12,1107.0017232142857,0.0011971036112029495
63,1.13,1097.2052477876107,0.0012074232434359496
64,1.1400000000000001,1087.580640350877,0.001217884674164286
65,1.15,1078.1234173913044,0.0012284906561883626
66,1.1600000000000001,1068.82925,0.001239244012667824
67,1.17,1059.6939572649574,0.0012501476393767222
68,1.1800000000000002,1050.7134999999998,0.0012612045070461069
69,1.19,1041.883974789916,0.001272417663798014
70,1.2000000000000002,1033.2016083333333,0.00128379023767506
71,1.21,1024.6627520661157,0.0012953254392700422
72,1.22,1016.2638770491803,0.0013070265644602168
73,1.23,1008.0015691056911,0.0013188969972511338
74,1.24,999.8725241935484,0.001330940212735207
75,1.25,991.873544,0.0013431597801704556
76,1.26,984.0015317460318,0.001355559366185167
77,1.27,976.2534881889763,0.0013681427381145262
78,1.28,968.6265078125,0.0013809137674756138
79,1.29,961.1177751937985,0.001393876433587519
80,1.3,953.7245615384616,0.0014070348273436937
81,1.31,946.4442213740458,0.0014203931551440745
82,1.32,939.2741893939394,0.0014339557429949425
83,1.33,932.211977443609,0.0014477270407849193
84,1.3399999999999999,925.2551716417912,0.0014617116267460198
85,1.35,918.4014296296297,0.001475914212109159
86,1.3599999999999999,911.6484779411766,0.0014903396459640986
87,1.37,904.9941094890511,0.0015049929203343792
88,1.38,898.4361811594204,0.0015198791754784378
89,1.3900000000000001,891.9726115107914,0.00153500370542874
90,1.4,885.6013785714287,0.0015503719637815219
91,1.4100000000000001,879.3205177304964,0.001565989569750459
92,1.42,873.1281197183099,0.0015818623144984063
93,1.4300000000000002,867.0223286713286,0.0015979961677622433
94,1.44,861.0013402777779,0.0016143972847867622
95,1.4500000000000002,855.0633999999999,0.0016310720135845615
96,1.46,849.2068013698631,0.001648026902539953
97,1.47,843.4298843537415,0.001665268708376064
98,1.48,837.7310337837838,0.0016828044045055137
99,1.49,832.108677852349,0.0017006411897863784
100,1.5,826.5612866666667,0.001718786497706572
101,1.51,821.0873708609272,0.001737248006021278
102,1.52,815.685480263158,0.001756033646869695
103,1.53,810.3542026143791,0.0017751516173991266
104,1.54,805.0921623376623,0.0017946103909263096
105,1.55,799.8980193548388,0.0018144187286679052
106,1.56,794.770467948718,0.00183458569207427
107,1.57,789.7082356687898,0.001855120655802951
108,1.58,784.710082278481,0.0018760333213709093
109,1.59,779.7747987421384,0.001897333731527173
110,1.6,774.90120625,0.0019190322853906007
111,1.61,770.0881552795031,0.0019411397544005905
112,1.62,765.334524691358,0.0019636672991320296
113,1.6300000000000001,760.6392208588957,0.0019866264870294797
114,1.6400000000000001,756.0011768292683,0.0020100293111196214
115,1.6500000000000001,751.4193515151514,0.0020338882097653403
116,1.66,746.8927289156627,0.002058216087529534
117,1.67,742.4203173652695,0.0020830263372218637
118,1.68,738.0011488095239,0.0021083328632071846
119,1.69,733.6342781065089,0.0021341501060604296
120,1.7,729.3187823529412,0.00216049306865927
121,1.71,725.0537602339182,0.002187377343812961
122,1.72,720.8383313953489,0.0022148191435335455
123,1.73,716.6716358381503,0.0022428353300639877
124,1.74,712.5528333333334,0.0022714434487869917
125,1.75,708.4811028571429,0.0023006617631482966
126,1.76,704.4556420454546,0.002330509291739108
127,1.77,700.4756666666667,0.0023610058476943026
128,1.78,696.5404101123596,0.002392172080576056
129,1.79,692.649122905028,0.002424029520926829
130,1.8,688.8010722222223,0.002456600627691226
131,1.81,684.9955414364641,0.002489908838723427
132,1.82,681.2318296703297,0.0025239786246155976
133,1.83,677.5092513661202,0.00255883554610334
134,1.84,673.8271358695653,0.002594506315326882
135,1.85,670.184827027027,0.002631018861251639
136,1.86,666.581682795699,0.002668402399579143
137,1.87,663.0170748663102,0.0027066875075096716
138,1.8800000000000001,659.4903882978723,0.002745906203751137
139,1.8900000000000001,656.0010211640212,0.002786092034205685
140,1.9000000000000001,652.5483842105263,0.0028272801638061216
141,1.91,649.1319005235603,0.0028695074750193185
142,1.92,645.7510052083334,0.002912812673583618
143,1.93,642.4051450777202,0.0029572364021025832
144,1.94,639.0937783505155,0.0030028213621788196
145,1.95,635.8163743589744,0.0030496124458398405
146,1.96,632.5724132653062,0.003097656877083895
147,1.97,629.3613857868021,0.0031470043644582246
148,1.98,626.182792929293,0.003197707265676597
149,1.99,623.0361457286432,0.003249820765388297
150,2.0,619.920965,0.0033034030673285645
151,2.01,616.8367810945274,0.003358515602212392
152,2.02,613.7831336633664,0.0034152232528814074
153,2.0300000000000002,610.7595714285713,0.0034735945983796154
154,2.04,607.7656519607843,0.003533702178820374
155,2.05,604.8009414634147,0.0035956227831170392
156,2.06,601.8650145631068,0.003659437761886553
157,2.0700000000000003,598.9574541062801,0.0037252333681026995
158,2.08,596.0778509615385,0.00379310112837811
159,2.09,593.2258038277513,0.0038631382480966057
160,2.1,590.400919047619,0.003935448054005929
161,2.1100000000000003,587.6028104265403,0.004010140478322367
162,2.12,584.8310990566038,0.004087332588901235
163,2.13,582.08541314554,0.0041671491705999215
164,2.14,579.3653878504673,0.004249723363614478
165,2.1500000000000004,576.670665116279,0.00433519736531934
166,2.16,574.0008935185185,0.00442372320299794
167,2.17,571.3557281105991,0.0045154635858375685
168,2.1799999999999997,568.7348302752295,0.0046105928456962285
169,2.19,566.1378675799087,0.004709297977457236
170,2.2,563.5645136363636,0.004811779791298922
171,2.21,561.014447963801,0.004918254190957251
172,2.2199999999999998,558.487355855856,0.005028953594090847
173,2.23,555.982928251121,0.005144128513221167
174,2.24,553.5008616071428,0.005264049318476306
175,2.25,551.0408577777778,0.005389008206587756
176,2.26,548.6026238938053,0.0055193214043632996
