,eV,nm,intensity
0,0.5,2479.68386,0.0065834912788085296
1,0.51,2431.0626078431374,0.006643073845688715
2,0.52,2384.311403846154,0.00670347233998528
3,0.53,2339.324396226415,0.006764701766860135
4,0.54,2296.003574074074,0.006826777478568429
5,0.55,2254.2580545454543,0.006889715184147623
6,0.56,2214.0034464285714,0.006953530959423781
7,0.5700000000000001,2175.161280701754,0.007018241257346998
8,0.58,2137.6585,0.007083862918668423
9,0.59,2101.427,0.0071504131829718265
10,0.6,2066.403216666667,0.007217909700073232
11,0.61,2032.5277540983607,0.007286370541802719
12,0.62,1999.7450483870969,0.007355814214183177
13,0.63,1968.0030634920636,0.0074262596700212175
14,0.64,1937.253015625,0.007497726321926491
15,0.65,1907.4491230769231,0.007570234055775935
16,0.66,1878.5483787878788,0.007643803244640591
17,0.67,1850.510343283582,0.007718454763193111
18,0.6799999999999999,1823.2969558823531,0.007794210002615145
19,0.69,1796.8723623188407,0.007871090886024437
20,0.7,1771.2027571428573,0.007949119884442472
21,0.71,1746.2562394366198,0.00802832003332447
22,0.72,1722.0026805555558,0.008108714949674453
23,0.73,1698.4136027397262,0.008190328849769148
24,0.74,1675.4620675675676,0.008273186567515698
25,0.75,1653.1225733333333,0.00835731357346913
26,0.76,1631.370960526316,0.008442735994536878
27,0.77,1610.1843246753247,0.008529480634398911
28,0.78,1589.540935897436,0.008617574994673211
29,0.79,1569.420164556962,0.00870704729685803
30,0.8,1549.8024125,0.008797926505083552
31,0.81,1530.669049382716,0.008890242349707322
32,0.8200000000000001,1512.0023536585365,0.008984025351789467
33,0.8300000000000001,1493.7854578313252,0.009079306848485229
34,0.8400000000000001,1476.0022976190476,0.009176119019394564
35,0.8500000000000001,1458.6375647058824,0.009274494913910055
36,0.86,1441.6766627906977,0.009374468479606742
37,0.87,1425.1056666666668,0.009476074591719418
38,0.88,1408.9112840909092,0.009579349083755344
39,0.89,1393.0808202247192,0.009684328779292558
40,0.9,1377.6021444444445,0.009791051525016647
41,0.91,1362.4636593406594,0.00989955622505137
42,0.9199999999999999,1347.6542717391305,0.010009882876641384
43,0.9299999999999999,1333.163365591398,0.010122072607248359
44,0.94,1318.9807765957448,0.010236167713124708
45,0.95,1305.0967684210527,0.010352211699432727
46,0.96,1291.5020104166667,0.010470249321980247
47,0.97,1278.187556701031,0.010590326630647698
48,0.98,1265.1448265306124,0.010712491014585405
49,0.99,1252.365585858586,0.010836791249264052
50,1.0,1239.84193,0.010963277545465744
51,1.01,1227.5662673267327,0.011092001600307572
52,1.02,1215.5313039215687,0.01122301665039481
53,1.03,1203.7300291262136,0.011356377527205778
54,1.04,1192.155701923077,0.011492140714816242
55,1.05,1180.801838095238,0.011630364410076886
56,1.06,1169.6621981132075,0.011771108585363914
57,1.07,1158.7307757009346,0.011914435054029022
58,1.08,1148.001787037037,0.012060407538682606
59,1.0899999999999999,1137.469660550459,0.012209091742451003
60,1.1,1127.1290272727272,0.012360555423356897
61,1.1099999999999999,1116.974711711712,0.01251486847198022
62,1.12,1107.0017232142857,0.012672102992566105
63,1.13,1097.2052477876107,0.012832333387755673
64,1.1400000000000001,1087.580640350877,0.012995636447126004
65,1.15,1078.1234173913044,0.013162091439736092
66,1.1600000000000001,1068.82925,0.013331780210887451
