,eV,nm,intensity
0,0.5,2479.68386,0.0034675615269063064
1,0.51,2431.0626078431374,0.00349773430306488
2,0.52,2384.311403846154,0.003528333155391801
3,0.53,2339.324396226415,0.003559366521894782
4,0.54,2296.003574074074,0.003590843056074895
5,0.55,2254.2580545454543,0.003622771633661277
6,0.56,2214.0034464285714,0.003655161359594639
7,0.5700000000000001,2175.161280701754,0.0036880215752701623
8,0.58,2137.6585,0.003721361866050933
9,0.59,2101.427,0.0037551920690635423
10,0.6,2066.403216666667,0.003789522281288095
11,0.61,2032.5277540983607,0.0038243628679554514
12,0.62,1999.7450483870969,0.0038597244712651585
13,0.63,1968.0030634920636,0.0038956180194382015
14,0.64,1937.253015625,0.003932054736119428
15,0.65,1907.4491230769231,0.003969046150145188
16,0.66,1878.5483787878788,0.0040066041056925975
17,0.67,1850.510343283582,0.0040447407728275995
18,0.6799999999999999,1823.2969558823531,0.0040834686584698965
19,0.69,1796.8723623188407,0.004122800617793789
20,0.7,1771.2027571428573,0.004162749866084873
21,0.71,1746.2562394366198,0.004203329991073646
22,0.72,1722.0026805555558,0.004244554965768131
23,0.73,1698.4136027397262,0.0042864391618088315
24,0.74,1675.4620675675676,0.0043289973633705205
25,0.75,1653.1225733333333,0.004372244781636686
26,0.76,1631.370960526316,0.0044161970698738595
27,0.77,1610.1843246753247,0.004460870339134486
28,0.78,1589.540935897436,0.00450628117461858
29,0.79,1569.420164556962,0.004552446652726014
30,0.8,1549.8024125,0.004599384358833096
31,0.81,1530.669049382716,0.004647112405828898
32,0.8200000000000001,1512.0023536585365,0.004695649453448773
33,0.8300000000000001,1493.7854578313252,0.004745014728444615
34,0.8400000000000001,1476.0022976190476,0.004795228045633631
35,0.8500000000000001,1458.6375647058824,0.004846309829869735
36,0.86,1441.6766627906977,0.004898281138984196
37,0.87,1425.1056666666668,0.004951163687744876
38,0.88,1408.9112840909092,0.005004979872886179
39,0.89,1393.0808202247192,0.005059752799264915
40,0.9,1377.6021444444445,0.005115506307200446
41,0.91,1362.4636593406594,0.005172265001061
42,0.9199999999999999,1347.6542717391305,0.005230054279161577
43,0.9299999999999999,1333.163365591398,0.005288900365042914
44,0.94,1318.9807765957448,0.00534883034020501
45,0.95,1305.0967684210527,0.005409872178373213
46,0.96,1291.5020104166667,0.005472054781379634
47,0.97,1278.187556701031,0.005535408016747651
48,0.98,1265.1448265306124,0.0055999627570727205
49,0.99,1252.365585858586,0.00566575092129849
50,1.0,1239.84193,0.005732805517993346
51,1.01,1227.5662673267327,0.005801160690739225
52,1.02,1215.5313039215687,0.0058708517657515115
53,1.03,1203.7300291262136,0.005941915301856451
54,1.04,1192.155701923077,0.006014389142960712
55,1.05,1180.801838095238,0.0060883124731562314
56,1.06,1169.6621981132075,0.006163725874613103
57,1.07,1158.7307757009346,0.006240671388422948
58,1.08,1148.001787037037,0.006319192578566288
59,1.0899999999999999,1137.469660550459,0.006399334599188709
60,1.1,1127.1290272727272,0.006481144265383181
61,1.1099999999999999,1116.974711711712,0.006564670127689156
62,1.12,1107.0017232142857,0.00664996255053346
63,1.13,1097.2052477876107,0.006737073794853315
64,1.1400000000000001,1087.580640350877,0.00682605810515868
65,1.15,1078.1234173913044,0.006916971801308654
66,1.1600000000000001,1068.82925,0.0070098733752963745
67,1.17,1059.6939572649574,0.007104823593357318
68,1.1800000000000002,1050.7134999999998,0.007201885603738627
69,1.19,1041.883974789916,0.007301125050491137
70,1.2000000000000002,1033.2016083333333,0.007402610193672161
71,1.21,1024.6627520661157,0.0075064120363752184
72,1.22,1016.2638770491803,0.0076126044590337895
73,1.23,1008.0015691056911,0.007721264361478995
74,1.24,999.8725241935484,0.007832471813267378
75,1.25,991.873544,0.00794631021283356
76,1.26,984.0015317460318,0.008062866456065031
77,1.27,976.2534881889763,0.008182231114941816
78,1.28,968.6265078125,0.008304498626933767
79,1.29,961.1177751937985,0.008429767495902098
80,1.3,953.7245615384616,0.008558140505310431
81,1.31,946.4442213740458,0.008689724944614815
82,1.32,939.2741893939394,0.00882463284977132
83,1.33,932.211977443609,0.008962981258876058
84,1.3399999999999999,925.2551716417912,0.009104892484034793
85,1.35,918.4014296296297,0.009250494400649609
86,1.3599999999999999,911.6484779411766,0.00939992075540856
87,1.37,904.9941094890511,0.009553311494371934
88,1.38,898.4361811594204,0.009710813112666054
89,1.3900000000000001,891.9726115107914,0.009872579027424942
90,1.4,885.6013785714287,0.010038769975760557
91,1.4100000000000001,879.3205177304964,0.010209554439697583
92,1.42,873.1281197183099,0.010385109100177793
93,1.4300000000000002,867.0223286713286,0.010565619322425949
94,1.44,861.0013402777779,0.010751279675173296
95,1.4500000000000002,855.0633999999999,0.010942294486460441
96,1.46,849.2068013698631,0.011138878438988873
97,1.47,843.4298843537415,0.011341257208264028
98,1.48,837.7310337837838,0.01154966814707354
99,1.49,832.108677852349,0.011764361020177534
100,1.5,826.5612866666667,0.011985598793454757
101,1.51,821.0873708609272,0.012213658482155368
102,1.52,815.685480263158,0.012448832063360848
103,1.53,810.3542026143791,0.012691427458250467
104,1.54,805.0921623376623,0.012941769590327064
105,1.55,799.8980193548388,0.013200201526369278
106,1.56,794.770467948718,0.013467085707560538
107,1.57,789.7082356687898,0.013742805279005307
108,1.58,784.710082278481,0.014027765526690071
109,1.59,779.7747987421384,0.014322395431891309
110,1.6,774.90120625,0.014627149354087347
111,1.61,770.0881552795031,0.014942508854610629
112,1.62,765.334524691358,0.015268984674596283
113,1.6300000000000001,760.6392208588957,0.015607118882262582
114,1.6400000000000001,756.0011768292683,0.015957487206217813
115,1.6500000000000001,751.4193515151514,0.016320701573352633
116,1.66,746.8927289156627,0.016697412871973787
117,1.67,742.4203173652695,0.017088313963196954
118,1.68,738.0011488095239,0.017494142966279692
119,1.69,733.6342781065089,0.0179156868465839
120,1.7,729.3187823529412,0.018353785338258165
121,1.71,725.0537602339182,0.01880933523758324
122,1.72,720.8383313953489,0.019283295107291838
123,1.73,716.6716358381503,0.01977669043713641
124,1.74,712.5528333333334,0.020290619311621304
125,1.75,708.4811028571429,0.020826258642245847
126,1.76,704.4556420454546,0.021384871028939156
127,1.77,700.4756666666667,0.021967812323750294
128,1.78,696.5404101123596,0.02257653997945119
129,1.79,692.649122905028,0.02321262227670922
130,1.8,688.8010722222223,0.023877748536117696
131,1.81,684.9955414364641,0.024573740435902228
132,1.82,681.2318296703297,0.025302564572865234
133,1.83,677.5092513661202,0.026066346423457388
134,1.84,673.8271358695653,0.026867385884216995
135,1.85,670.184827027027,0.027708174596711394
136,1.86,666.581682795699,0.02859141529216898
137,1.87,663.0170748663102,0.029520043425938444
138,1.8800000000000001,659.4903882978723,0.03049725141262729
139,1.8900000000000001,656.0010211640212,0.031526515820298195
140,1.9000000000000001,652.5483842105263,0.0326116279376852
141,1.91,649.1319005235603,0.033756728193525806
142,1.92,645.7510052083334,0.03496634498357979
143,1.93,642.4051450777202,0.03624543855087236
144,1.94,639.0937783505155,0.03759945067074741
145,1.95,635.8163743589744,0.03903436101756327
146,1.96,632.5724132653062,0.04055675123807109
147,1.97,629.3613857868021,0.04217387793222697
148,1.98,626.182792929293,0.04389375595089073
149,1.99,623.0361457286432,0.04572525366819237
150,2.0,619.920965,0.047678202182319045
151,2.01,616.8367810945274,0.04976352075178102
152,2.02,613.7831336633664,0.05199336119654039
153,2.0300000000000002,610.7595714285713,0.05438127449880092
154,2.04,607.7656519607843,0.056942403443645574
155,2.05,604.8009414634147,0.059693705865204394
156,2.06,601.8650145631068,0.06265421393351048
157,2.0700000000000003,598.9574541062801,0.0658453359586125
158,2.08,596.0778509615385,0.06929120843410687
159,2.09,593.2258038277513,0.07301910752834932
160,2.1,590.400919047619,0.07705993099761417
161,2.1100000000000003,587.6028104265403,0.08144876358153082
162,2.12,584.8310990566038,0.08622554138338485
163,2.13,582.08541314554,0.09143583355971444
164,2.14,579.3653878504673,0.09713176284025342
165,2.1500000000000004,576.670665116279,0.10337308991113858
166,2.16,574.0008935185185,0.11022849036255969
167,2.17,571.3557281105991,0.11777705639458548
168,2.1799999999999997,568.7348302752295,0.12611005816512344
169,2.19,566.1378675799087,0.1353330004336106
170,2.2,563.5645136363636,0.14556800707581766
171,2.21,561.014447963801,0.15695655587664442
172,2.2199999999999998,558.487355855856,0.16966256339390406
173,2.23,555.982928251121,0.18387577592355353
174,2.24,553.5008616071428,0.19981534376493368
175,2.25,551.0408577777778,0.21773332022104702
176,2.26,548.6026238938053,0.23791760053860464
177,2.27,546.185872246696,0.26069344954519735
178,2.2800000000000002,543.7903201754385,0.2864221899895742
179,2.29,541.4156899563319,0.3154947462156938
180,2.3,539.0617086956522,0.34831646304872627
181,2.31,536.7281082251083,0.38527789255503375
182,2.3200000000000003,534.414625,0.4267041698921281
183,2.33,532.121,0.4727737123264866
184,2.34,529.8469786324787,0.5233966763816938
185,2.35,527.5923106382978,0.5780477874599751
186,2.3600000000000003,525.3567499999999,0.6355615298467028
187,2.37,523.1400548523206,0.693925548763642
188,2.38,520.941987394958,0.750151134293396
189,2.39,518.7623138075314,0.8003431846461689
190,2.4000000000000004,516.6008041666666,0.840096037997104
191,2.41,514.4572323651453,0.8652521478423054
192,2.42,512.3313760330578,0.8728657904544154
193,2.4299999999999997,510.22301646090546,0.8620132442514058
194,2.44,508.13193852459017,0.8340671106458619
195,2.45,506.0579306122449,0.7922925011548346
196,2.46,504.0007845528456,0.7409724357679026
197,2.4699999999999998,501.96029554655877,0.6844615325794424
198,2.48,499.9362620967742,0.6264946284720095
199,2.49,497.92848594377506,0.5698636485650079
200,2.5,495.936772,0.5163985547498618
201,2.5100000000000002,493.96092828685255,0.46712092411240685
202,2.52,492.0007658730159,0.4224549688787742
203,2.5300000000000002,490.05609881422924,0.38242656809382675
204,2.54,488.1267440944882,0.3468213615998797
205,2.55,486.2125215686275,0.3152976006397664
206,2.56,484.31325390625,0.28746053735438654
207,2.57,482.42876653696504,0.26290809822977107
208,2.58,480.55888759689924,0.2412567951383971
209,2.59,478.7034478764479,0.22215482766703878
210,2.6,476.8622807692308,0.2052873042014428
211,2.61,475.0352222222223,0.19037687175470114
212,2.62,473.2221106870229,0.1771818561570236
213,2.63,471.4227870722434,0.1654932049159522
214,2.64,469.6370946969697,0.15513099700030938
215,2.65,467.8648792452831,0.14594095024335146
216,2.66,466.1059887218045,0.1377911521628672
217,2.67,464.3602734082397,0.13056911757696096
218,2.68,462.6275858208955,0.12417920552574233
219,2.69,460.907780669145,0.11854038857545715
220,2.7,459.20071481481483,0.1135843467371536
221,2.71,457.50624723247233,0.10925384784639226
222,2.72,455.8242389705882,0.10550137116002052
223,2.73,454.1545531135531,0.10228792777336275
224,2.74,452.49705474452554,0.09958202794222239
225,2.75,450.85161090909094,0.09735873978874982
226,2.7600000000000002,449.2180905797101,0.09559877479124468
227,2.77,447.59636462093863,0.0942875218136671
228,2.7800000000000002,445.9863057553957,0.09341393266466205
229,2.79,444.38778853046597,0.09296913893127227
230,2.8000000000000003,442.80068928571427,0.09294465527302667
231,2.81,441.2248861209965,0.09333000642288602
232,2.82,439.6602588652483,0.09410961981623331
233,2.83,438.1066890459364,0.09525888084680839
234,2.84,436.56405985915495,0.09673939464794833
235,2.85,435.03225614035085,0.09849378632428892
236,2.86,433.5111643356644,0.10044083470518433
237,2.87,432.0006724738676,0.10247234033987151
238,2.88,430.50067013888895,0.10445370080222521
239,2.89,429.0110484429066,0.10623032853895181
240,2.9,427.53170000000006,0.10764128715331392
241,2.91,426.06251890034366,0.10853950500178723
242,2.92,424.60340068493156,0.10881499423542752
243,2.93,423.1542423208191,0.10841497511244401
244,2.94,421.71494217687075,0.10735445513734478
245,2.95,420.2854,0.10571353334199012
246,2.96,418.8655168918919,0.10362241995405681
247,2.97,417.45519528619525,0.10123933800861833
248,2.98,416.0543389261745,0.09872797426642739
249,2.99,414.66285284280934,0.09623973385191563
250,3.0,413.28064333333333,0.0939031520479139
251,3.0100000000000002,411.9076179401993,0.09182014642289833
252,3.02,410.5436854304636,0.09006728535134459
253,3.0300000000000002,409.18875577557753,0.0886999159932836
254,3.04,407.842740131579,0.0877573748424707
255,3.0500000000000003,406.5055508196721,0.08726811715588488
256,3.06,405.17710130718956,0.08725415258580221
257,3.07,403.8573061889251,0.08773455303013061
258,3.08,402.54608116883117,0.08872800556955122
259,3.09,401.2433430420712,0.09025446067963641
260,3.1,399.9490096774194,0.09233591875976337
